Designator,Value,Package,Mid X,Mid Y,Rotation,Layer
"R355","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",193.424913,-131.024311,180.000000,top
"R356","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",193.424913,-130.008311,0.000000,top
"R357","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",193.424913,-142.708311,180.000000,top
"R358","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",193.424913,-144.740311,180.000000,top
"R359","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",193.424913,-143.724311,0.000000,top
"R360","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",189.806324,-114.020281,0.000000,top
"R361","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",189.804521,-111.923619,0.000000,top
"R362","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 226Ω 0805  Chip Resistor - Surface Mount ROHS","R0805",190.536112,-110.414130,0.000000,top
"R363","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",197.566096,-111.954232,90.000000,top
"R364","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",196.578200,-111.965269,90.000000,top
"R365","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 11.5kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",189.668913,-86.200311,180.000000,top
"R366","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 6.2kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",189.668913,-85.184311,180.000000,top
"R367","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",189.744451,-134.106605,180.000000,top
"R368","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",196.978853,-136.373536,0.000000,top
"R369","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 14kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",206.150211,-78.295434,0.000000,top
"R370","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 24kΩ 0402  Chip Resistor - Surface Mount ROHS","R0402",202.656700,-94.026839,90.000000,top
"R371","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 37.4kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",203.123443,-92.550311,0.000000,top
"R372","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",205.155443,-92.550311,0.000000,top
"R373","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",204.232816,-91.601636,0.000000,top
"R374","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 43kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",205.834214,-100.264433,-90.000000,top
"R375","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 60.4kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",203.631443,-100.265372,90.000000,top
"R376","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",206.846267,-100.263407,90.000000,top
"R377","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",202.609383,-98.025818,-90.000000,top
"R378","125mW Thick Film Resistors 150V ±1% 100mΩ 0805 Chip Resistor - Surface Mount ROHS","R0805",199.683209,-116.292311,-90.000000,top
"R379","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",203.323443,-128.992311,180.000000,top
"R380","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",203.323443,-131.024311,180.000000,top
"R381","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",203.323443,-130.008311,0.000000,top
"R382","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",203.323443,-142.708311,180.000000,top
"R383","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",203.323443,-144.740311,180.000000,top
"R384","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",203.323443,-143.724311,0.000000,top
"R385","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",199.704854,-114.020281,0.000000,top
"R386","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",199.703051,-111.923619,0.000000,top
"R387","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 226Ω 0805  Chip Resistor - Surface Mount ROHS","R0805",200.434642,-110.414130,0.000000,top
"R388","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",207.464626,-111.954232,90.000000,top
"R389","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",206.476730,-111.965269,90.000000,top
"R390","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 11.5kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",199.567443,-86.200311,180.000000,top
"R391","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 6.2kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",199.567443,-85.184311,180.000000,top
"R392","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",199.642981,-134.106605,180.000000,top
"R393","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",206.877383,-136.373536,0.000000,top
"R394","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 14kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",216.048741,-78.295434,0.000000,top
"R395","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 24kΩ 0402  Chip Resistor - Surface Mount ROHS","R0402",212.555230,-94.026839,90.000000,top
"R396","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 37.4kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",213.021973,-92.550311,0.000000,top
"R397","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",215.053973,-92.550311,0.000000,top
"R398","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",214.131346,-91.601636,0.000000,top
"R399","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 43kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",215.732744,-100.264433,-90.000000,top
"R400","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 60.4kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",213.529973,-100.265372,90.000000,top
"R401","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",216.744797,-100.263407,90.000000,top
"R402","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",212.507913,-98.025818,-90.000000,top
"R403","125mW Thick Film Resistors 150V ±1% 100mΩ 0805 Chip Resistor - Surface Mount ROHS","R0805",209.581739,-116.292311,-90.000000,top
"R404","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",213.221973,-128.992311,180.000000,top
"R405","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",213.221973,-131.024311,180.000000,top
"R406","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",213.221973,-130.008311,0.000000,top
"R407","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",213.221973,-142.708311,180.000000,top
"R408","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",213.221973,-144.740311,180.000000,top
"R409","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",213.221973,-143.724311,0.000000,top
"R410","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",209.603384,-114.020281,0.000000,top
"R411","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",209.601581,-111.923619,0.000000,top
"R412","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 226Ω 0805  Chip Resistor - Surface Mount ROHS","R0805",210.333172,-110.414130,0.000000,top
"R413","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",217.363156,-111.954232,90.000000,top
"R414","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",216.375260,-111.965269,90.000000,top
"R415","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 11.5kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",209.465973,-86.200311,180.000000,top
"R416","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 6.2kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",209.465973,-85.184311,180.000000,top
"R417","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",209.541511,-134.106605,180.000000,top
"R418","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",216.775913,-136.373536,0.000000,top
"R419","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 14kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",225.947271,-78.295434,0.000000,top
"R420","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 24kΩ 0402  Chip Resistor - Surface Mount ROHS","R0402",222.453760,-94.026839,90.000000,top
"R421","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 37.4kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",222.920503,-92.550311,0.000000,top
"R422","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",224.952503,-92.550311,0.000000,top
"R423","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",224.029876,-91.601636,0.000000,top
"R424","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 43kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",225.631274,-100.264433,-90.000000,top
"R425","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 60.4kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",223.428503,-100.265372,90.000000,top
"R426","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",226.643327,-100.263407,90.000000,top
"R427","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",222.406443,-98.025818,-90.000000,top
"R428","125mW Thick Film Resistors 150V ±1% 100mΩ 0805 Chip Resistor - Surface Mount ROHS","R0805",219.480269,-116.292311,-90.000000,top
"R429","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",223.120503,-128.992311,180.000000,top
"R430","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",223.120503,-131.024311,180.000000,top
"R431","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",223.120503,-130.008311,0.000000,top
"R432","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",223.120503,-142.708311,180.000000,top
"R433","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",223.120503,-144.740311,180.000000,top
"R434","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",223.120503,-143.724311,0.000000,top
"R435","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",219.501914,-114.020281,0.000000,top
"R436","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",219.500111,-111.923619,0.000000,top
"R437","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 226Ω 0805  Chip Resistor - Surface Mount ROHS","R0805",220.231702,-110.414130,0.000000,top
"R438","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",227.261686,-111.954232,90.000000,top
"R439","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",226.273790,-111.965269,90.000000,top
"R440","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 11.5kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",219.364503,-86.200311,180.000000,top
"R441","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 6.2kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",219.364503,-85.184311,180.000000,top
"R442","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",219.440041,-134.106605,180.000000,top
"R443","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",226.674443,-136.373536,0.000000,top
"R444","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 14kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",235.845801,-78.295434,0.000000,top
"R445","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 24kΩ 0402  Chip Resistor - Surface Mount ROHS","R0402",232.352290,-94.026839,90.000000,top
"R446","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 37.4kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",232.819033,-92.550311,0.000000,top
"R447","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",234.851033,-92.550311,0.000000,top
"R448","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",233.928406,-91.601636,0.000000,top
"R449","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 43kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",235.529804,-100.264433,-90.000000,top
"R450","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 60.4kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",233.327033,-100.265372,90.000000,top
"R451","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",236.541857,-100.263407,90.000000,top
"R452","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",232.304973,-98.025818,-90.000000,top
"R453","125mW Thick Film Resistors 150V ±1% 100mΩ 0805 Chip Resistor - Surface Mount ROHS","R0805",229.378799,-116.292311,-90.000000,top
"R454","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",233.019033,-128.992311,180.000000,top
"R455","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",233.019033,-131.024311,180.000000,top
"R456","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",233.019033,-130.008311,0.000000,top
"R457","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 13kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",233.019033,-142.708311,180.000000,top
"R458","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",233.019033,-144.740311,180.000000,top
"R459","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",233.019033,-143.724311,0.000000,top
"R460","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",229.400444,-114.020281,0.000000,top
"R461","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",229.398641,-111.923619,0.000000,top
"R462","125mW Thick Film Resistors 150V ±100ppm/℃ ±1% 226Ω 0805  Chip Resistor - Surface Mount ROHS","R0805",230.130232,-110.414130,0.000000,top
"R463","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",237.160216,-111.954232,90.000000,top
"R464","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",236.172320,-111.965269,90.000000,top
"R465","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 11.5kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",229.263033,-86.200311,180.000000,top
"R466","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 6.2kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",229.263033,-85.184311,180.000000,top
"R467","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",229.338571,-134.106605,180.000000,top
"R468","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 10kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",236.572973,-136.373536,0.000000,top
"R469","62.5mW Thick Film Resistors 50V ±800ppm/℃ ±1% 0Ω 0402 Chip Resistor - Surface Mount ROHS","R0402",233.355000,-117.515000,0.000000,top
"R470","62.5mW Thick Film Resistors 50V ±800ppm/℃ ±1% 0Ω 0402 Chip Resistor - Surface Mount ROHS","R0402",89.585000,-122.315000,-90.000000,top
"R471","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",69.062285,-104.914138,0.000000,top
"R472","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",69.072949,-107.439355,0.000000,top
"R473","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",69.057579,-110.016638,0.000000,top
"R474","62.5mW Thick Film Resistors 50V ±100ppm/℃ ±1% 1kΩ 0402 Chip Resistor - Surface Mount ROHS","R0402",69.072949,-112.541855,0.000000,top
"U1","?","WIRELM-SMD_ESP32-S3-WROOM-1",55.265000,-107.465000,90.000000,top
"U2","?","KEY-SMD_4P-L4.2-W3.2-P2.20-LS4.6",51.724190,-120.701157,0.000000,top
"U3","?","USB-C-SMD_KH-TYPE-C-16P",43.730000,-91.360000,-90.000000,top
"U4","?","LQFP-48_L7.0-W7.0-P0.50-LS9.0-BL",64.055081,-84.335571,180.000000,top
"U5","?","RJ45-TH_J1B1211CCD",47.370571,-75.019919,-90.000000,top
"U6","?","CRYSTAL-SMD_4P-L3.2-W2.5-BL",65.250081,-93.770571,-90.000000,top
"U7","?","SOT-563_L1.6-W1.2-P0.50-LS1.6-TL",71.670000,-48.650000,90.000000,top
"U8","?","AUDIO-TH_24.243.1",49.075000,-128.475000,180.000000,top
"U9","?","CONN-TH_24.243.2",49.025000,-139.725000,180.000000,top
"U10","?","HDR-TH_4P-P2.54-V-F",60.415000,-120.645000,0.000000,top
"U11","?","TSSOP-24_L7.8-W4.4-P0.65-LS6.4-BL",74.755000,-72.685000,0.000000,top
"U12","?","TSSOP-24_L7.8-W4.4-P0.65-LS6.4-BL",244.405000,-49.805000,-90.000000,top
"U13","0.6A, 42V, 1.1MHz Buck Regulator","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BR",73.525000,-97.310000,-90.000000,top
"U14","?","SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BL",55.160000,-93.910000,-90.000000,top
"U15","?","SOT-23-3_L2.9-W1.3-P1.90-LS2.4-BR",66.395000,-48.415000,90.000000,top
"U16","?","SSOP-24_L8.1-W5.3-P0.65-LS7.8-BL",70.010000,-142.120000,0.000000,top
"U17","?","PWRM-TH_BXXXXS-2WR2",248.525000,-63.085000,-90.000000,top
"U18","?","SOIC-8_L4.9-W3.9-P1.27-LS6.0-TL",254.395000,-57.400000,-90.000000,top
"U19","?","MSOP-10_L3.0-W3.0-P0.50-LS5.0-BL",254.270000,-72.600000,90.000000,top
"U20","?","MSOP-10_L3.0-W3.0-P0.50-LS5.0-TL",254.300000,-76.515091,0.000000,top
"U21","?","SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BL",254.810000,-66.000000,-90.000000,top
"U22","?","PWRM-TH_BXXXXS-2WR2",86.438944,-63.086311,-90.000000,top
"U23","?","MSOP-10_L3.0-W3.0-P0.50-LS5.0-BL",86.103178,-109.822311,180.000000,top
"U24","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",86.548586,-94.549645,-90.000000,top
"U25","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",86.357178,-89.248311,180.000000,top
"U26","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",86.548586,-97.630319,90.000000,top
"U27","?","WSON-6_L2.0-W2.0-P0.65-TL-EP",83.309178,-100.438311,90.000000,top
"U28","?","SOT-563_L1.6-W1.2-P0.50-LS1.6-TL",82.932134,-116.278643,-90.000000,top
"U29","?","RELAY-SMD_HFD4-5-SR",84.657178,-123.150311,90.000000,top
"U30","?","RELAY-SMD_HFD4-5-SR",84.657178,-136.896311,90.000000,top
"U31","?","QFN-16_L3.0-W3.0-P0.50-BL-EP1.7",86.310000,-103.992311,180.000000,top
"U32","?","SOIC-8_L4.9-W3.9-P1.27-LS6.0-TL",82.801178,-77.818311,-90.000000,top
"U33","?","LED-SMD_4P-L2.0-W2.0-BR",85.158500,-51.877811,-90.000000,top
"U34","?","LED-SMD_4P-L2.0-W2.0-BR",82.110500,-51.877811,-90.000000,top
"U35","?","SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BL",83.563178,-84.168311,180.000000,top
"U36","?","PWRM-TH_BXXXXS-2WR2",96.337474,-63.086311,-90.000000,top
"U37","?","MSOP-10_L3.0-W3.0-P0.50-LS5.0-BL",96.001708,-109.822311,180.000000,top
"U38","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",96.447116,-94.549645,-90.000000,top
"U39","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",96.255708,-89.248311,180.000000,top
"U40","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",96.447116,-97.630319,90.000000,top
"U41","?","WSON-6_L2.0-W2.0-P0.65-TL-EP",93.207708,-100.438311,90.000000,top
"U42","?","SOT-563_L1.6-W1.2-P0.50-LS1.6-TL",92.830664,-116.278643,-90.000000,top
"U43","?","RELAY-SMD_HFD4-5-SR",94.555708,-123.150311,90.000000,top
"U44","?","RELAY-SMD_HFD4-5-SR",94.555708,-136.896311,90.000000,top
"U45","?","QFN-16_L3.0-W3.0-P0.50-BL-EP1.7",96.208530,-103.992311,180.000000,top
"U46","?","SOIC-8_L4.9-W3.9-P1.27-LS6.0-TL",92.699708,-77.818311,-90.000000,top
"U47","?","LED-SMD_4P-L2.0-W2.0-BR",95.057030,-51.877811,-90.000000,top
"U48","?","LED-SMD_4P-L2.0-W2.0-BR",92.009030,-51.877811,-90.000000,top
"U49","?","SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BL",93.461708,-84.168311,180.000000,top
"U50","?","PWRM-TH_BXXXXS-2WR2",106.236004,-63.086311,-90.000000,top
"U51","?","MSOP-10_L3.0-W3.0-P0.50-LS5.0-BL",105.900238,-109.822311,180.000000,top
"U52","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",106.345646,-94.549645,-90.000000,top
"U53","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",106.154238,-89.248311,180.000000,top
"U54","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",106.345646,-97.630319,90.000000,top
"U55","?","WSON-6_L2.0-W2.0-P0.65-TL-EP",103.106238,-100.438311,90.000000,top
"U56","?","SOT-563_L1.6-W1.2-P0.50-LS1.6-TL",102.729194,-116.278643,-90.000000,top
"U57","?","RELAY-SMD_HFD4-5-SR",104.454238,-123.150311,90.000000,top
"U58","?","RELAY-SMD_HFD4-5-SR",104.454238,-136.896311,90.000000,top
"U59","?","QFN-16_L3.0-W3.0-P0.50-BL-EP1.7",106.107060,-103.992311,180.000000,top
"U60","?","SOIC-8_L4.9-W3.9-P1.27-LS6.0-TL",102.598238,-77.818311,-90.000000,top
"U61","?","LED-SMD_4P-L2.0-W2.0-BR",104.955560,-51.877811,-90.000000,top
"U62","?","LED-SMD_4P-L2.0-W2.0-BR",101.907560,-51.877811,-90.000000,top
"U63","?","SOT-23-5_L3.0-W1.7-P0.95-LS2.8-BL",103.360238,-84.168311,180.000000,top
"U64","?","PWRM-TH_BXXXXS-2WR2",115.896439,-63.086311,-90.000000,top
"U65","?","MSOP-10_L3.0-W3.0-P0.50-LS5.0-BL",115.560673,-109.822311,180.000000,top
"U66","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",116.006081,-94.549645,-90.000000,top
"U67","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",115.814673,-89.248311,180.000000,top
"U68","?","SOT-23-6_L2.9-W1.6-P0.95-LS2.8-BL",116.006081,-97.630319,90.000000,top
"U69","?","WSON-6_L2.0-W2.0-P0.65-TL-EP",112.766673,-100.438311,90.000000,top
"U70","?","SOT-563_L1.6-W1.2-P0.50-LS1.6-TL",112.389629,-116.278643,-90.000000,top
